freq_in,ok,n_samples,peak_freq_measured,ratio_measured_to_input,effective_sample_rate_hz,reason
300.0,True,50176,294.0051020408163,0.9800170068027211,15680.272108843537,
500.0,True,49664,490.0128865979381,0.9800257731958762,15680.41237113402,
1000.0,True,50688,980.1136363636363,0.9801136363636362,15681.81818181818,
2000.0,True,50688,1960.542929292929,0.9802714646464645,15684.343434343433,
3000.0,True,50688,2940.972222222222,0.9803240740740741,15685.185185185184,
